username,score,at,content,thumbsupcount,has_pembayaran,has_driver,has_aplikasi,has_harga,has_layanan,has_order,has_waktu,has_lokasi,has_komunikasi,has_umum,clean_text,label
Rusni Yusram,1,2025-10-16 00:18:09,aplikasi kaspronya amburadul saya pake bayar kas pro tapi tidak masuk jadi driver minta bayar tunai lama baru kaspronya terpotong jadi kita bayar dobel kaspro dan tunai mau hubungi driver tidak ada riwayat chat dengan driver,0,1,1,0,0,0,0,1,0,1,0,aplikasi kaspronya amburadul pake bayar kas pro masuk driver bayar tunai kaspronya terpotong bayar dobel kaspro tunai hubungi driver riwayat chat driver,netral
Rian Edo,1,2025-10-15 23:57:19,apk nyocot ribet masukin kode otp lama ga masuk2 di notif baru 2 hari ga pake udh kereset lagi jadi telat,0,0,1,0,1,0,0,1,0,1,0,apk nyocot ribet masukin kode otp ga masuk notif ga pake udh kereset telat,netral
Frans Lavina,5,2025-10-15 23:00:50,luar biasa,0,0,0,0,0,0,0,0,0,0,0,,netral
anindira nepi,5,2025-10-15 22:28:39,baik,0,0,0,0,0,0,0,0,0,0,0,,netral
Darman Yusuf,4,2025-10-15 19:24:45,kren,0,0,0,0,0,0,0,0,0,0,0,kren,netral
Zif Asli,5,2025-10-15 17:50:53,perfect,0,0,0,0,0,0,0,0,0,0,0,perfect,netral
Kasianto Jokam,1,2025-10-15 17:14:53,mf ya tarif di aplikasi 80rb murah sih tp begitu turun jd 140rb aduhh cukup sekali aja pakai maxim di bandara jkt,0,0,0,0,1,0,0,0,0,0,0,mf ya tarif aplikasi rb murah sih tp turun jd rb aduhh aja pakai maxim bandara jkt,puas
Oxana Angel,2,2025-10-15 16:39:20,map nya kurang lengkap,0,0,0,0,0,0,0,0,0,0,0,map nya lengkap,netral
tofik kasrun,5,2025-10-15 15:49:42,harus banyakin promonya,0,0,0,0,0,0,0,0,0,0,0,banyakin promonya,netral
Deden Japarr,5,2025-10-15 15:43:40,mantaaap,0,0,0,0,0,0,0,0,0,0,0,mantaaap,netral
Desta Supriandi,5,2025-10-15 14:58:52,ini,0,0,0,0,0,0,0,0,0,0,0,,netral
jemi aja,1,2025-10-15 12:32:11,kenapa ngelag gabisa masuk nomer,0,0,0,0,0,0,0,0,0,0,0,ngelag gabisa masuk nomer,netral
BakriSibali Bakri,5,2025-10-15 12:07:34,sangat membantu,0,0,0,0,0,0,0,0,0,0,0,membantu,netral
Ngapak Gaming,2,2025-10-15 11:53:03,titik lokasi kadang ngr bug,0,0,0,1,0,0,0,0,1,0,0,titik lokasi kadang ngr bug,netral
Devi Dwi Saputri,1,2025-10-15 11:27:34,tidak bisa digunakan setiap saya mau order selalu diminta memasukkan nomor hp dan setelah saya masukkan terlihat tampilan kode dikirim ke nomor hp tersebut tetapi kode yang dimaksud tidak pernah masuk ke kotak pesan di nomor hp ku dan saat saya memilih opsi menerima kode dengan telpon saat telpon masuk saya terima tidak terdengar suara apapun mohon dibantu asap,7,0,0,1,1,0,1,0,0,1,0,order memasukkan nomor hp masukkan tampilan kode dikirim nomor hp kode masuk kotak pesan nomor hp ku memilih opsi menerima kode telpon telpon masuk terima terdengar suara apapun mohon dibantu asap,netral
Berkah melimpah,1,2025-10-15 11:14:26,driver banyak yang ngeselin ga jelas,0,0,1,0,0,0,0,0,0,0,0,driver ngeselin ga,netral
Wandi Rahmayanto,1,2025-10-15 11:10:35,tolong tingkatkan pelayanan admin saat mau login susah kali kode login nya aplikasi rame peminat tapi makin parah,0,0,0,1,1,1,0,0,0,0,1,tolong tingkatkan pelayanan admin login susah kali kode login nya aplikasi rame peminat parah,tidak puas
Adif Laksana,1,2025-10-15 11:02:31,problem susah banget ngisi kaspro gak masuk2 sudah 10 jam inj gak masuk kendala sering spt ini tolong diperbaiki,0,1,0,0,0,0,0,0,0,0,0,problem susah banget ngisi kaspro gak masuk jam inj gak masuk kendala spt tolong diperbaiki,tidak puas
Namira Aulia Bungaadjim,1,2025-10-15 10:57:52,tolong diperbaiki lagi app nya saya melakukan order makanan kemudian di layar app ngebug yang tadi nya sementara mencari penerima pesanan malah kembali ke layar untuk memesan makanan pas kembali ke layar utama tidak ada yang menerima orderan tapi tiba2 ada yang chat di wa dan katanya saya sudah double order uangku kurang buat bayar nya mau tida mau harus minjem ke tmn tolong upgrade jadi lebih baik,0,1,0,0,0,0,1,0,0,1,0,tolong diperbaiki app nya order makanan layar app ngebug nya mencari penerima pesanan layar memesan makanan pas layar utama menerima orderan chat wa double order uangku bayar nya tida minjem tmn tolong upgrade,netral
Muhammad Muhammad,5,2025-10-15 10:47:50,parah maps nya apk tidak jelas,1,0,0,1,0,1,0,0,1,0,1,parah maps nya apk,tidak puas
hai semuanya,2,2025-10-15 09:56:09,demi kesel bgt sm pelayanan drivernya maxim kl ngasih promo pastiin jg dong ojolnya g rugi masa iya dia protes ngeluh jauh lah terlalu murah lah tarifnya setidaknya kl bkin promo tu ya yg jelas kita cust makek promonya krna potongan referral masa kita yg diprotes kita kan jg gbsa ngatur tarif sumpah gedeg bgt udah sering kayak gini mending apus aja promonya yg plg ngeselin tu kdg diakalin tarifnya pernah dr 19 jd 25 ikhlas2 aja kl tip tp servicenya jelek dan krn ojol2nya bohongin kita,0,0,0,0,1,0,0,0,0,0,1,kesel bgt sm pelayanan drivernya maxim kl ngasih promo pastiin jg ojolnya g rugi iya protes ngeluh murah tarifnya kl bkin promo tu ya yg cust makek promonya krna potongan referral yg diprotes jg gbsa ngatur tarif sumpah gedeg bgt udah kayak gini mending apus aja promonya yg plg ngeselin tu kdg diakalin tarifnya dr jd ikhlas aja kl tip tp servicenya jelek krn ojolnya bohongin,puas
Gratia Queenester,5,2025-10-15 09:00:21,aplikasinya bagus dan murah saya suka sekali,0,0,0,0,1,0,0,0,0,0,1,aplikasinya bagus murah suka,puas
Stiven Pudikarang,2,2025-10-15 08:27:34,aplikasi bodoh kode verifikasi nya udh 1jm ngk timbul sebelumnya maap sebesarnya dan perbaiki lagi aplikasinya,0,0,0,0,1,0,0,0,0,0,0,aplikasi bodoh kode verifikasi nya udh jm ngk timbul maap sebesarnya perbaiki aplikasinya,netral
Rasya Wijaya,1,2025-10-15 05:57:05,saya mengisi ewalet 50rb ga masuk,0,0,0,0,0,0,0,0,0,0,0,mengisi ewalet rb ga masuk,netral
Upin ipon,1,2025-10-15 05:32:40,login tidak bisa otp tidak muncul,0,0,0,1,0,0,1,0,0,0,0,login otp muncul,netral
Alexis Yulianto,5,2025-10-15 04:42:56,banyak penipuan di apl maxim orderan ga jelas semua,0,0,0,0,0,0,0,0,0,0,0,penipuan apl maxim orderan ga,netral
Alkansah Ariska,3,2025-10-15 04:23:57,maaf boleh saran alamat kurang terperinci jadi agak susah nyarinya bahkan diturunin belum sampe karena gak sasuai,0,0,0,0,0,0,0,0,0,0,0,maaf saran alamat terperinci susah nyarinya diturunin sampe gak sasuai,tidak puas
Veranita,2,2025-10-15 04:07:32,waktu itu saya cari driver untuk anter barang udah dapet tp dicancel krn driver tidak punya e wallet katanya ini beberapa kali terjadi pengennya tunai harunya tiap driver punya donk kaya gojek atau grab kan mereka ga pernah nolak sekalipun kl pakai gopay atau ovo,0,0,1,0,0,0,0,0,0,0,0,cari driver anter barang udah dapet tp dicancel krn driver e wallet kali pengennya tunai harunya driver donk kaya gojek grab ga nolak kl pakai gopay ovo,netral
RedSkins LastWar,1,2025-10-15 03:32:18,pernah suka sekarang kok malah pake bonus tipu2 kalau memang ga benar2 ada niatan untuk kasih bonus dalam rupiah ga usah bikin program tipuan,0,0,0,0,0,0,0,0,0,0,1,suka pake bonus tipu ga niatan kasih bonus rupiah ga bikin program tipuan,puas
hanya belanja,5,2025-10-15 03:16:10,good job,0,0,0,0,0,0,0,0,0,0,0,good job,netral
Muji Yanto,4,2025-10-15 01:47:47,sekedar masukan aja untuk maps nya lebih di koordinat lagi terus alamat juga kadang ngak ada di maps,0,0,0,1,0,0,0,0,1,0,0,sekedar masukan aja maps nya koordinat alamat kadang ngak maps,puas
Yudi Hidayat,1,2025-10-14 23:49:21,maxim makin kesini ga jelas gue login pake nomer lama gue ga bisa masuk masuk dan ga bisa bisa ngirim kode otp nya lama lama juga redup lu maxim makin jelek aja apk nya,0,0,0,1,1,0,0,1,0,0,1,maxim kesini ga gue login pake nomer gue ga masuk masuk ga ngirim kode otp nya redup lu maxim jelek aja apk nya,tidak puas
aby gun,1,2025-10-14 23:35:55,ga jelas gw udah topup untuk membayar non tunai tpi kok pas mau memesan makanan gk bisah pakek saldo maxim aneh sya kurang ngerti karna tdk ada pnjelasan atau tincihan dari apk maksim apakh klo di daerah tertentu fitur pembayaran nontunainya gak aktif kayak gini kan jdi gak bisah makan uangnya udah masuk saldo mau di tarik beli buat makanan jg gak bisah mndingan jalan sndiri beli ke warung byar qriss nyesel gw maxim karma berlaku ya maxim,0,1,0,1,0,0,0,0,0,0,0,ga gw udah topup membayar non tunai tpi pas memesan makanan gk bisah pakek saldo maxim aneh sya ngerti karna tdk pnjelasan tincihan apk maksim apakh klo daerah fitur pembayaran nontunainya gak aktif kayak gini jdi gak bisah makan uangnya udah masuk saldo tarik beli makanan jg gak bisah mndingan jalan sndiri beli warung byar qriss nyesel gw maxim karma berlaku ya maxim,netral
Gream Xanzz,1,2025-10-14 22:37:45,suka menyuruh menambah duit buat mempercepat anjir klo gitu mulu gk ada yg bakal mau dong siapa yg nolak duit hdehh hapus aja sistem ini,0,1,0,0,0,0,0,0,0,0,1,suka menyuruh menambah duit mempercepat anjir klo gitu mulu gk yg yg nolak duit hdehh hapus aja sistem,puas
Maulana Ar ridwan,5,2025-10-14 18:30:52,memuaskan,0,0,0,0,0,0,0,0,0,0,0,memuaskan,netral
Domi Yumai,5,2025-10-14 18:30:25,baik,0,0,0,0,0,0,0,0,0,0,0,,netral
Gia Setiawan,5,2025-10-14 18:15:17,moga taripnya selalu murah biar hrmat okos slm sehat sukses bersama amin,0,0,0,0,1,0,0,0,0,0,0,moga taripnya murah biar hrmat okos slm sehat sukses amin,puas
yuliana afifah alydrus,5,2025-10-14 17:05:52,harga ny terjangkau cepat lagi orderan ny,0,0,0,0,1,0,0,1,0,0,0,harga ny terjangkau cepat orderan ny,puas
Tegoh 13,5,2025-10-14 16:43:24,mantap,0,0,0,0,0,0,0,0,0,0,1,mantap,puas
Hanif Yudhi Pratama,5,2025-10-14 16:07:58,jangan terlalu buat banyak orderan fiktif kasian para driver sudah berjuang harus bisa jaga etika ke para driver tolong untuk para user penumpang jangan asal buat orderan fiktif kalau mau cari uang yang amanah jangan buat orderan fiktif jaga agama anda dan ingat ketika di alam kubur akan di tagih sama malaikat camkan ya,0,1,1,0,0,0,0,0,0,0,0,orderan fiktif kasian driver berjuang jaga etika driver tolong user penumpang orderan fiktif cari uang amanah orderan fiktif jaga agama alam kubur tagih malaikat camkan ya,netral
ADLI MARTA,5,2025-10-14 15:59:51,capek dan elok,0,0,0,0,0,0,0,0,0,0,0,capek elok,netral
Adɪ ɴʋɢʀɵʜɵ,1,2025-10-14 15:42:00,abang nya genit banget sama penumpang cewek tolong sop nya tingkatkan lagii maxim,0,0,0,0,0,0,0,0,0,0,0,abang nya genit banget penumpang cewek tolong sop nya tingkatkan lagii maxim,netral
Delsi mahmud,5,2025-10-14 13:13:06,maxim lagi kenapa ya minta kode otp ga bisa bisa udah mah tadi eror lagi pesen malah stag ga jalan jalan abangnya gimna nih kode otpnya donk,2,0,0,0,1,0,0,0,0,0,0,maxim ya kode otp ga udah mah eror pesen stag ga jalan jalan abangnya gimna nih kode otpnya donk,netral
Iwan Setiawan,1,2025-10-14 12:39:54,aplikasi tidak bisa digunakan untuk membuat order,0,0,0,1,0,0,1,0,0,0,0,aplikasi order,netral
Jihan shoofi manan,1,2025-10-14 10:32:47,saya disenggol sama mobil maxim karna pengemudinya ga hati hati dan waktu saya dan temen saya menunggu jemputan di depan sekolah smk 1 batam kami di cat calling sama driver motor maxim,0,0,1,0,0,0,0,1,0,0,0,disenggol mobil maxim karna pengemudinya ga hati hati temen menunggu jemputan sekolah smk batam cat calling driver motor maxim,netral
Muhammad Royhan Ramadhan,2,2025-10-14 08:45:56,kami para driver di beri upah kecil bayangin orderan lokasinya jauh tetep di ambil upahnya kecil tolong di naiki saldo minim nya jarak peling deket,0,1,1,0,0,0,0,0,0,0,0,driver upah bayangin orderan lokasinya tetep ambil upahnya tolong naiki saldo minim nya jarak peling deket,netral
Jackal Sika,5,2025-10-14 08:41:18,good,0,0,0,0,0,0,0,0,0,0,0,good,netral
vayfel evfron,1,2025-10-14 08:38:38,saldo akun nd tidak bisa di gunakan beking tacolo orang,0,1,0,1,0,0,0,0,0,0,0,saldo akun nd beking tacolo orang,netral
Yasintaprenu Prenusinta,5,2025-10-14 07:54:57,sangat baik,0,0,0,0,0,0,0,0,0,0,0,,netral
Mayang Mey,3,2025-10-14 07:49:24,plis bisa ga dgedein atau dibedain tanda driver di maps nya kurang keliatan kak,0,0,1,1,0,0,0,0,1,0,0,plis ga dgedein dibedain tanda driver maps nya keliatan kak,netral
Dwi Agustina,5,2025-10-14 07:24:18,cool,0,0,0,0,0,0,0,0,0,0,0,cool,netral
Ajiss Lz,1,2025-10-14 06:45:05,tk bise daftr gedok,0,0,0,0,0,0,0,0,0,0,0,tk bise daftr gedok,netral
Label Preloved,5,2025-10-14 06:44:41,mantap semoga maxim ternate semakin maju dan jaya,0,0,0,0,0,0,0,0,0,0,1,mantap semoga maxim ternate maju jaya,puas
lokong ae,2,2025-10-14 06:30:15,orderan fiktif banyak merajalela mohon diperbaiki pengguna diper jelas kontak yg bisa dihubungi kebanyakan orderan tidak bisa dihubungi nomor tlp tidak di cantumkan tidak jelas,0,0,0,1,0,0,0,0,0,0,0,orderan fiktif merajalela mohon diperbaiki pengguna diper kontak yg dihubungi kebanyakan orderan dihubungi nomor tlp cantumkan,netral
Nur Aini,5,2025-10-14 04:28:27,baik,0,0,0,0,0,0,0,0,0,0,0,,netral
Eka Pramuning dita,5,2025-10-14 03:29:14,mantap murah,0,0,0,0,1,0,0,0,0,0,1,mantap murah,puas
Rina,3,2025-10-14 02:00:23,untuk mobil terlalu mahal kalau lagi hujan dan tolong sediakan fitur blokir untuk memblokir driver yang kita tidak sukai karena jujur saya merasa tidak nyaman dengan pengemudi motor yang terlalu banyak bertanya seperti wartawan,5,0,1,1,1,1,0,0,0,0,0,mobil mahal hujan tolong sediakan fitur blokir memblokir driver sukai jujur nyaman pengemudi motor wartawan,puas
Anugrah Anugrah,1,2025-10-14 01:18:16,tolong maxim pas ngasih titik lokasi tuh yang bener hari ini saya nunggu 20 menit gara driver muter muter gak jelas merugikan banget gak cuma sekali tapi sering tolong di perbaiki dan buat driver yg gak tau jalan minimal buka google map jangan berpatok sama map di maxim yang gak jelas,0,0,1,0,0,0,0,1,1,0,0,tolong maxim pas ngasih titik lokasi tuh bener nunggu menit gara driver muter muter gak merugikan banget gak tolong perbaiki driver yg gak tau jalan minimal buka google map berpatok map maxim gak,netral
Gustiantie Pue,5,2025-10-14 01:05:28,good driver and good service,0,0,1,0,0,0,0,0,0,0,0,good driver and good service,netral
Shilfa irziani Kamal,3,2025-10-14 00:41:31,males saya bertaun taun pake nya kirain ada kemajuan malah ngga ada driver ga maju maju kalau sekiranya lagi dirumah jangan di on dong org mau kerja jadi telat,0,0,1,0,0,0,0,1,0,0,0,males bertaun taun pake nya kirain kemajuan ngga driver ga maju maju dirumah on org kerja telat,netral
mr jo,1,2025-10-14 00:26:45,masukan kenapa sih setiap order maxim kendaraan gak ada yang jelas motor pada busuk driver bau,0,0,1,0,0,0,1,0,0,0,0,masukan sih order maxim kendaraan gak motor busuk driver bau,puas
Agus Sutrisno,5,2025-10-13 23:36:50,sangat puas,0,0,0,0,0,0,0,0,0,0,1,puas,puas
Dolip Firmansah,5,2025-10-13 23:25:07,good,0,0,0,0,0,0,0,0,0,0,0,good,netral
erfandra erlang,2,2025-10-13 16:48:04,overall bagus tapi woi notifnya bikin jantungan,0,0,0,0,0,0,0,0,0,0,1,overall bagus woi notifnya bikin jantungan,puas
Adi Pamungkas,5,2025-10-13 15:39:33,ok,0,0,0,0,0,0,0,0,0,0,1,ok,netral
erwan sanusi,1,2025-10-13 15:27:25,tau gak karna apa gue kasih bintang 1 karna kode otp ny eror gak pernah mau masuk ini apk gak cocok mending pakek grab,0,0,0,0,1,0,0,0,0,0,0,tau gak karna gue kasih bintang karna kode otp ny eror gak masuk apk gak cocok mending pakek grab,netral
Wilbert Huang,1,2025-10-13 15:11:17,jujur banget kecewa banget dari jawaban cs nya dan juga sikap driver yang melebihkan argo sampai 30,0,0,1,0,0,0,0,0,0,0,1,jujur banget kecewa banget cs nya sikap driver melebihkan argo,tidak puas
Rijwan muhamad,1,2025-10-13 15:03:09,kepesen sama ade saya gada fitur batak kocak harusnya adalah biar orang orang juga kalo kepencet bisa dibatalin masa pesen harus dikirim mutlak,0,0,0,1,0,0,0,0,0,0,0,kepesen ade gada fitur batak kocak biar orang orang kalo kepencet dibatalin pesen dikirim mutlak,netral
Diya sakdiya,5,2025-10-13 14:56:40,ok,0,0,0,0,0,0,0,0,0,0,1,ok,netral
GuP Gocoor,1,2025-10-13 14:55:35,aplikasi yang ko delay mintak kode verifikasi gak masuk2 bikin susah aja padahal nomor udh bener,0,0,0,0,1,0,0,1,0,0,0,aplikasi ko delay mintak kode verifikasi gak masuk bikin susah aja nomor udh bener,tidak puas
Afrita Bili,5,2025-10-13 13:05:46,sangat bgss,0,0,0,0,0,0,0,0,0,0,0,bgss,netral
Tuti Lestari,4,2025-10-13 13:02:18,ok,0,0,0,0,0,0,0,0,0,0,1,ok,netral
PUTRRA MITRA86 Sks,5,2025-10-13 11:55:08,ok,0,0,0,0,0,0,0,0,0,0,1,ok,netral
Vlaska Lovnia,1,2025-10-13 11:37:04,ini aplikasi kenapa ya saya udah selesai order sudah end trip kenapa order otomatis lagi sendiri ya padahal hp dalam keadaan lock,0,0,0,0,0,0,1,0,0,0,0,aplikasi ya udah selesai order end trip order otomatis ya hp lock,netral
Paris Paris,1,2025-10-13 10:32:45,deriper online harga nya padahal 29 300 jadi 48 000,0,0,0,0,1,0,0,0,0,0,0,deriper online harga nya,netral
Ganteng Keren,5,2025-10-13 10:29:18,ok,0,0,0,0,0,0,0,0,0,0,1,ok,netral
YULI LIYU,1,2025-10-13 10:12:55,kenapa sih maxim sering keluar nomor hp terus menerus padahal udah daftar tolong lah di perbarui lg,0,0,0,0,0,0,0,0,0,0,0,sih maxim nomor hp menerus udah daftar tolong perbarui lg,netral
Netizen Jaya,1,2025-10-13 10:12:06,aplikasi kejam sama driver numpang iklan gede gedein gk dikasih tip stiker untung dikeruk semua sama maxim driver jadi mesin atm,0,0,1,0,0,0,0,0,0,0,0,aplikasi kejam driver numpang iklan gede gedein gk dikasih tip stiker untung dikeruk maxim driver mesin atm,netral
Ariyanto Ari,5,2025-10-13 09:42:45,murah dan tepat guna sesuai dengan transportasi yang dibutuhkan masyarakat,0,0,0,0,1,0,0,0,0,0,0,murah sesuai transportasi dibutuhkan masyarakat,puas
Adea Putri,1,2025-10-13 09:35:20,mohon maaf saya kasi bintang 1 soalnya lama dapet driver nya perbaiki lagi ya pelayanannyaaa,0,0,1,0,0,0,0,1,0,0,0,mohon maaf kasi bintang dapet driver nya perbaiki ya pelayanannyaaa,netral
Viv Dya669,2,2025-10-13 09:21:16,maxim driver nya ga jelas dari bandara soetta udh bayar online sama udh bayar tol masa bayar 40 ribu lagi biaya akomodasi driver konyol abis itu di hapus riwayat nya baru nih drivernya,0,1,1,0,1,0,0,0,0,0,0,maxim driver nya ga bandara soetta udh bayar online udh bayar tol bayar ribu biaya akomodasi driver konyol abis hapus riwayat nya nih drivernya,netral
Rico Hadi Febrian,5,2025-10-13 09:03:27,membantu,0,0,0,0,0,0,0,0,0,0,0,membantu,netral
Sampang Berutu,1,2025-10-13 08:57:20,1 klo order langsung dpt driver tapi lama bgt jemputnya ga gerak di map 20 30 menit nunggu posisi di map ga gerak di chat ga ada respon akhirnya cancel 2 hampir semua driver minta cash pdhl sya udah pake kaspro apakah sistim kaspro merugikan driver,0,1,1,0,0,0,1,1,0,1,0,klo order langsung dpt driver bgt jemputnya ga gerak map menit nunggu posisi map ga gerak chat ga respon cancel driver cash pdhl sya udah pake kaspro sistim kaspro merugikan driver,netral
Bumi,1,2025-10-13 08:37:56,soalnya buka aplikasi lamo,0,0,0,0,0,0,0,0,0,0,0,buka aplikasi lamo,netral
Ameliarossi,3,2025-10-13 08:11:46,2x sya order maxim bike tidak terlihat rute nya udh smpe mana kdang sya khawatir klo psesnin buat ank takut dibawa kabur ank sya harus nya klo pas ambil orderan jngan dimatikan rute nya supaya terpantau di hp,0,0,0,0,0,0,1,0,0,0,0,x sya order maxim bike rute nya udh smpe kdang sya khawatir klo psesnin ank takut dibawa kabur ank sya nya klo pas ambil orderan jngan dimatikan rute nya terpantau hp,netral
Ady Chandra,1,2025-10-13 06:35:01,kirim kode otp via sms gagal terus 3 kali gagal dah ga bisa aplikasi apaan begini ga da opsi laen,0,0,0,1,1,0,0,0,0,0,0,kirim kode otp via sms gagal kali gagal dah ga aplikasi ga da opsi laen,netral
Ratih Putri C,2,2025-10-13 06:21:46,otp tolong di perbaiki makin kesini makin lama otp,0,0,0,0,0,0,0,1,0,0,0,otp tolong perbaiki kesini otp,netral
Andika Zidan,2,2025-10-13 05:33:05,map nya gajelas,0,0,0,0,0,0,0,0,0,0,0,map nya gajelas,netral
Asril Beleng,1,2025-10-13 05:28:07,a mama 2 anda,0,0,0,0,0,0,0,0,0,0,0,a mama,netral
Sarah Setya Priliani,1,2025-10-13 05:15:19,mau aktivasi akun tapi ga dikirim kodenya lewat sms pake opsi telepon baru diangkat udah dimatiin terus nyoba bbrp kali katanya waktu pengiriman kode sudah habis,0,0,0,0,1,0,0,0,0,1,0,aktivasi akun ga dikirim kodenya sms pake opsi telepon diangkat udah dimatiin nyoba bbrp kali pengiriman kode habis,netral
