review,rating
"daftar bolak balik nggak bisa, kirim kode sampe 5x nggak ada yg masuk. apk mengecewakan",1
"saya gabisa login, udah ikutin instruksi buat pilih gambar tapi malah tetep gabisa login. buang buang waktu saja, kode otp juga masuknya lama banget sampe berjam jam. sampe saya install ulang tapi tetep gabisa login, gimana ini aplikasi ko gabisa di gunakan sih",1
OK,5
saya baru install tapi gak bisa masuk tolong di perbaiki,1
bagus sih.. cmn beberapa kali pesan makanan hanya 1 porsi mereka gaada yg mau pergi,4
"Cari drivernya sangat lama sekali, SANGAATTT LAMAAA SEKALIIIIII, ntah itu ojek ataupun pesan makan. SAMAAA SAJAAA, APLIKASI RUSAAAKKK",1
aplikasi nya lemot kalo udah Cencel malah ada lagi ojol nya jadi bikin bingung,1
"Saya tinggal di Yogyakarta, mulai menggunakan ojek online awal tahun 2018. Pada Juli 2019 saya mendapat info ada ojek online baru yaitu MAXIM, saya tertarik dan mengunggah aplikasinya. Suatu saat memesan Maxim, terkejutlah saya karena ongkos hanya Rp 3.000,- (untuk jarak tertentu) jauh lebih murah dibanding lainnya yg ongkos terendahnya saat itu sekitar Rp 8.000,-. Saya sangat terbantu, tiap ada keperluan agar segera sampai tujuan, saya panggil MAXIM yg ongkosnya paling murah dibanding lainnya.",4
knp maxim selalu lama dalam proses OTP. 2 Jam menunggu blm bs . bahkan sampai seharian. hadeh,3
ADA IN FITUR KAMERA NYA BOS. JANGAN BUKA PENDAFTARAN MULU. UDAH KEBANYAKAN DRIVER PADA LAPARRRRRRR,5
"apa ini kesalahan pemesanan terus, saya tidak bisa melakukan pemesanan seperti biasa se usai update aplikasi",2
keren,5
"enak si ya murah,kadang juga kalo harga saya buletin tapi ini drivernya lelet PDA lelet gatau juga di apk nya stuck mapa nya ga jalan jalan tolong lah ini di perbaiki sama drivernya juga pada tolong hadehhh geregetan deh",2
Top deh,5
nah v..l1,1
topup kaspro lamaa banget masuk saldonyaa,3
lama kali nyari driver nya anjggg,1
"sebenarnya saya sudah lama menggunakan aplikasi ini, tapi terkadang pas pesan drivernya jauh dari lokasi saya,,dan tolong dong lokasi/map,nya terkadang ga singkron ,ngaco ajh dan ga pas,titik jemput juga kadang meleset.hadi perbaiki lagi ya pelayanannya.",4
mantaap,5
Kenapa klo baru mau masukan no TLP selalu terjadi kesalahan terus. Mau menggunakan Maxim jdi gz bs..,2
"kurang puas, jangkauan map terlalu sedikit",1
Membantu bgt,5
mantap,5
"Baru nyoba pakai maxim hebat drivernya,ramah,sopan dan berkendaranya juga enak",5
wallet kaspro gak berguna sama sekali driver selalu menolak saldo gak bisa ditarik kembali,1
Maksim nya hampir semua gak jls kok titik nya di tmpt lain berhenti nya di tempat lain sudah begitu ngotot bilang sudah sesuai titik,3
"maxim ngapain kerjasama sama aplikasi kaspro, aplikasi gak berguna, update ke premium saja sampe berbulan bulan gak ada kejelasa",1
"Cukup memuaskan, abg2nya ramah tapi kalau bisa fokusin ke metode tunai biar lebih enak bisa cash😹",5
tarif bersahabat,5
tidak bisa mendapatkan kode login,2
"males ah banyak oknum ga ada kembalian akhirnya harus terpaksa ngeihklasin kembalian walaupun cuma kembalian 18 rebu, tapi kalau caranya gini jadi males.",3
mantap esok esok order lagi' cepat dan mantap,5
"drivernya minta nambah ongkos awalnya 8.900 jadi 16k dengan alasan balik ke rumah gaada orderan pdhl pas nyampe langsung dapat, trs tiba-tiba minta hp biar dibuat penilaian baik pdhl ga pake seragam dll, gjls.",1
kode masuk lama bet diminta berkali² malah batas pengiriman kode habis aga laen,1
saya customer langanan berikan saya promo,5
woyy isi waleet maxim kok ga masuk masuk anehh udahh lamaa ga masuk masuk kocakkk,1
bagus,5
"lelet,tay lo",1
mantap,5
"saya pernah coba menggunakan jasa Maxim, dari rumah ke stasiun, ongkos nya beda dikit sama Grab, Maxim 20rb, Grab 25rb. ya dikit murah sih .cuman driver nya kurang ramah ..saya bilang gak buru-buru, dia malah ngebut ..gatau siapa nama drivernya itu. tidak tau prosedur keselamatan kenyamanan penumpang bahaya",3
sangat bagus,5
"sudah lama, kadang tidak ada alamat nya, memang murah tapi belum bisa jangkau",1
"maxim murah, tapi gk bisa kirim foto + driver nya banyak yg gak bisa baca maps",1
kode nya akses ga masuk2 di saya,1
aman,5
saya mengirim uang ke kaspro tapi tidak masuk di kaspro saya,1
sangat membantu,5
"Setiap kali buka media sosial, iklan dari aplikasi ini muncul terus. Ganggu banget. Tolong kurangi iklan pop-up seperti ini. Terlalu banyak iklan yang muncul bahkan di luar aplikasi, sangat mengganggu.",1
"SPG yg diDelta Plaza menghalalkan segala cara utk memenuhi target konsumen dengan mencuri email sy beberapa kali tanpa sepengetahuan sy,sy tahunya dari kode verifikasi dari google yg masuk ke sms nomer kontak sy. Mohon diproses SPG tsb,krn sy tidak suka dgn caranya🙏",1
"bagus udah, tinggal tambahkan fitur riwayat pencarian aja , kalo ngetik ulang kan agak lama jadinya",5
maxim taik banget. ngisi kaspro ngga masuk2.. Ngga ngotak banget anj,3
👋,5
"TOLONG DIPERBAIKI UNTUK ORDERAN FOOD NYA.!!!! TOKO TUTUP, TIDAK BISA DI CANCEL!!! TIDAK ADA KETERANGAN JIKA TOKO TUTUP!!!",1
kalo transfer kaspro dana nya ga langsung masuk duitnya ilang,1
berapa kali naek maxim kecewa pernah di bikin laka lantas kepala kebentur motor sampe bocor dpet drever ngerokok bawa penumpang klw blm siap jadi aplikator gk usah bikin aplikasi kasih arahan buat drever yg bener bles komen ini klw emang peduli sama customer bales komenan Jagan diem aja,1
SUSAH BANGET KIRIM KODE OTP Y MAXIM AMPUN,1
"Bagus bngtt, cumn maps nya masih kurg update utk didaerah kotabaru kalsel, smoga cepet diupdate y, 100% maxim baguss poll",5
"ekonomis, tp tolong di upgrade lg supaya bisa ngirim foto, khsusnya buat delivery. titik lokasinya juga bisa diperbanyak lg",3
"apk dengan layanan terburuk dan lama menemukan drivernya, setelah ketemu malah dibatalkan, padahal mau cepat kerumah sakit ngantar ibu saya sakit, auto b1",1
akhir akhir ini kecewa dengan sopirnya Maxim cerewet banyak omong nya ini lah itu lah kecewa banget....,2
Aplikasi Yang Bermanfaat 👍👍,5
perjalanan lancar cepat diproses,5
maps gajelas,1
"Buat pengguna maxim, sebagian besar jasa antar ada biaya tambahan seperti waktu tunggu, tolong dicermati sifat driver beda2 jika dapat driver yg gak bisa toleransi waktu buru2 dateng atau dichat dulu, karna yang membuat ARGO/TARIF tiba-tiba naik driver memasukan tarif tunggu tanpa pemberitahuan. terkadang minimal batas waktu tunggu dari aplikasi itu 5 menit, sedangkan toleransi dari driver itu 10 menit.total 15 menit driver nunggu, kalau tiba2 dicancel itu karna terlalu lama nunggu.bda klo macet",5
makin buruk eror terus,1
anj anj anjjj gw udh tf dr bca ke kaspro malah dana diblokir padahal di bca nya berhasil lho tf nyaa emg anjjj bgtt dah aplikasii,1
Gk bsa di buka+pengemudi sepi,1
"driver abal2 (org blm naek tp status sdh d antarkn), plat kendaraan yg dtg berbeda, akun driver nya pun bs d pindah2kn k org lain, driver yg b'halangan dtg kok penumpang yg d suruh cancel?",1
"pengisian e-wallet nya sgt buruk dan lambat,dan tidak semua pengemudi menggunakan e-wallet. sgt ribet bila menggunakan non tunai",2
mantaf cepat.kalou pakai maxxim👍,5
Sangat membantu..,5
ok,5
"Tepat waktu, cepat, harga ekonomis",5
M anTab,5
"alamat nya yg di tuju GK detail ,di perbaiki LG untuk penjemputan dan titik pengantaran",2
"lemot banget ini buat login aja nunggu kode Verifikasi kaga muncul""",1
top,5
aplikasi ga ngirim SMS VERIF,1
setiap mau menggunakan selalu harus di uninstall dulu...lalu install lagi baru bisa?? huuft,3
👍🤓🙏,5
KPK nya bagus tapi tolong cari orang nya yg Deket2 aja kalo lagi buru2 bisa langsung jalan tolong di banyakin orang lagi orang ojek nya,2
driver ramah,5
Mohon perbaiki untuk titik lokasinya. Terima ksh,4
bagus ramah dan cepat,5
"titik map di benerin, suka ngaco",2
sangat bagus,5
buruk otp gamuncul2 ayap ni aplikasi nomor.hp ud benerrr bener2 ayap,3
"Entahlah dah capek pake nih mitra, niat bantu niat ramein, laporan kaga di tanggep, DM kaga di bales, di komen drivernya nyolot. Gak memihak kenyamanan customer. Sorry uninstall dan gak mau pake lagi, selama ini gw baik hati ke sini tpi gada feedback yang ramah ke customer",1
SUSAH BETUL LOGIN. NOMOR OTP SUSAH BETUL DIMIRIM,1
ok,5
payah bgt sih.. nyari alamat hrus nunjuk peta.. klo tmpat yg belm pernah kita kunjungin mana tau.. dah gitu di ketik pun muncul tempat lain terus.. gak lagi lah .. pdahal dah di tulis alamat lengkappp sampe kode pos,1
"Cpt dapat driver,cuma untuk malam jarang ada yang ngebolang, disaat butuh susah dapat",5
"top up di kaspro sudah masuk, tapi lama banget dah",4
"Tiap order, titiknya suka bergeser. waktu tunggu jadi lama karena Driver ke titik lain. armada2nya juga byk yg kotor. karoet mobil byk tanah menempel seperti sdh sangat lama tdk dibersihkan lrn sdh melekat. dia atas mobil juga tanah2 banyak. joknya patah, ga bisa nyandar. armadanya byk yg parah. ga pernah ada pengawasan.",1
nice driver,5
mntep,5
"kecewa banget dah dgn apk maxim, suda ulang ulang isi saldo di maxim tapi yang masuk tidak sesuai dgn nominal yang nya malah ke potong uang ku. dan juga masuk nya lama juga ke Apk maxim. Tolong di perbaiki lagi sistemnya, sangat merugikan org!! SANGAT KECEWAAA!!!!!",2
lumayan,5
aplikasi jelek driver yg gak salah saja di putus mitra dari penumpang yg sering cancel pas dpt orderan jadi driver kesel udh cape cape sampai tujuan di cancel,1
"bener bener pengalaman pertama dan terburuk saya menggunakan aplikasi maxim. montor yang digunakan tidak sesuai standar. masa montor jadul yg bahkan jika melewati tanjakan saja hampir tidak kuat. terus karena montor tsb baju dan rok saya kena oli sangat banyak. dan driver menaikan harga tarif, yg seharusnya 8.900 jadi 10.000 tanpa adanya persetujuan dari daya. mending ke 2 aplikasi sebelah daripada maxim. bener bener buruk.",1
bagus sangat baik,5
"Pelayanan sangat buruk, pengemudi hampir tidak merespon. maxim ini sangat buruk sekali.",1
keren banget,5
"Bagus sih, tapi sayang payment Non Tunai nya cuma pake Kaspro yg ribet, jelek, dan penuh bintang satu. Coba terhubung dgn e-Wallet yg lain kayak OVO, Dana, atau Linkaja.",3
"hujan dikit pada ga mau terima orderan, gimana ini, aneh bener ini",2
"maxim skrg susah bgt, banyak pengemudi yang dekat tapi gaada satupun yang terima. sampai akhirnya harus berkorban ga keluar saat hujan, karena maxim ga nemu",1
lama maximnya,1
"Sangat membantu tuk mengais rizky. Tolong di perbaiki sistem otomatisnya dlm hal goegle maps,arti dr orderan terdekat yg mn orderan tsb yg dekat bukan artinya jarak 4 smpai 5 km. Sukses selalu smoga ke depannya semakin canggih sistem otomatis & sesuai prihal tersebut di atas",5
saya mau daftar jadi driver maxim bukan order maxim dodol,1
"Alhamdulillah, Aplikasi Maxim sudah membaik.!! BRav0",5
Saya kurang suka maxim semua karyawannya melakukan pungli saya sudah 4 kali order semua minta uang lebih tidak sesuai dengan aplikasih terus ada yg gak kira kira ada yg minta lebih 2 kali lipat kecewa si sama maxim😠,1
sangat membantu sekali,5
"driver atas nama izgy yudhi susanto (plat B 1415 DZC, mobil innova reborn hitam) dan petugas yang di bandara Soetta melakukan manipulasi. kata petugasnya ongkos sesuai aplikasi dan biaya tol. ternyata tambah 35 rb sewa bandara katanya. drivernya sama penipu, nota tol dan tambahan 35 rb tidak dimasukkan ke invoice! cukup sekali pakai maxim di bandara soetta. driver dan petugas bandaranya manipulatif!",1
sangat membantu sekali,5
"tolong akurasi waktu datangnya kendaraan akan tiba diperbaiki, sering lama menunggu dan waktu tidak sesuai, tertulis akan tiba 15 menit ternyata baru tiba 30 menit dan aplikasi sering restart sendiri saat ketik alamat di android 8. Tolong dompet elektronik diganti aja, daripada pakai kaspro yang rating di google play jelek.",3
"nggak bisa login, kode otp nggak dikirim""",1
map nggak update. maxim KHONTHOL. SKALILAGI MAXIM KHONTHOL. UPDATE MAP MU ITU BNGSAD. ADA BBRAPA TEMPAT YANG ADA DI GOOGLE MAP TAPI DI MAP MAXIM TIDAK ADA. BABI KAU. SAYA TDK BISA PULANG. KIMAI. CUKIMAI. MAP HOI MAP. NYAWAMU ITU CUMA MAP. KALO CUSTOMER TDK BISA PILIH TITIK MAP GIMNA BAB1.,1
"Maxim mohon bantuannya tadi siang ada driver ambil barang di ootoya pacific place ke ootoya bsi 2 plastik putih isi tepung dan 1 lagi isi seragam, Tapi pas sampai kenapa seragam nya tidak di kasi ya. mohon bantuannya driver namanya Farhan Saputra motorcycle warna hitam plat BD2964MF",1
"sangat bagus, sangat puas",5
ok,5
tidak bisa cetak history perjalanan untuk SPPD,1
"woi kasih tahu kek kalau ada potongan ketika mengisi dana di e wallet, terus lama lagi proses ngisinya mending pakai si gjk sama grb lebih cepat ngisinya. mana potongannya 3 ribu lagi apa apaan",1
"top up 50k ke wallet nya Maxim, di bank sukses tapi pas di cek ke apk maximnya saldonya masih Rp 0. gila download apk kaspro malah akun di blokir dih kocak!",1
bagus,5
"Drivernya pilih-pilih, sehingga kita yang order jadi lama nunggunya karena para driver yang milih-milih orderan. Saya menunggu sampe sejam pun tidak ada yang ambil orderan saya, mau saya batalkan tapi tidak bisa di batalin",1
Kebersihan P,5
Sangat membantu,5
👍,5
"lagi daftar nunggu otp gamasuk2 sampai ada tulisan batas otp habis , gaguna gaguna",1
keamanan dan seragam helem resmi,5
"parah nih aplikaai, gue udah ngisi saldo ga masuk ke abang nya. tolol apa gimana sih. gausah pake maxim lagi. kapok banget.",1
kecewa sama driver ojeg maxim,1
"minta kode verifikasi dh make no wa dan no tlp, tetep gk bisa, dh coba berkali² gk di kasih kodenya, alhasil gw beralih ke gojek lagi",1
pertama penggunaan sangat baik,5
"ada bintang minus ndak,, kecewa bgt setiap pesen maxim car delivery sering ditolak, ada driver yg salah lokasi minta bayaran double pula,, drivernya g ramah bgt",1
"coba dulu udah,soalnya saya belum pernah coba",5
"perjalanan cuma 10 menit aja ongkosnya Rp 40 ribuan, mahal amat. murah apaan kayak gitu.... 🙄",1
Maxime drivernya suka gantung kalau di pesan untuk jarak dekat tidak mau gerak akhirnya milih grab lainnya dan juga untuk perjalanan jauh lebih milih grab yg ada AC hidup. dan untuk jarak dekat juga drivernya nggak mau juga mobipnya nggak mau gerak selalu gantung nggak kasih kepastian akhirnya cari grab aplikasi lain yg mau.,2
kebanyakan driver tidak beratribut dan berkendara ugal-ugalan,1
Lol gg,1
bagus,5
"aplikasi gajelas mau login selalu terjadi kesalahan udh pake 2 nomor sama aja, di hp satunya juga sama ga bisa login gajelas bgt perbaiki lagi",1
"begitu tautkan akun Maxim kaspro, biaya nya jadi lebih tinggi dari sebelum nya",1
"Drive gak ramah, dan selalu minta ongkos tambahan.. Jadi males pake..",1
susah amat nyari lokasi titik. g ada yng akurat,2
daftar ribet,1
aplikasi bagus saya sudah lama pake nya,5
"pertama mencoba Ap Ojol,,sejauh ini sangat mudah dan gede manfaatnya. txq maxim.",5
good job,5
apa masalah ni aplikasi deh,5
top,5
tidak dapat digunakan,1
"payah MAXIM jelek banget. Top up susah, saldo hilang terus, mendadak kartu ke blokir lah. TAIk. akun abal2",1
"dapet supir maxim car, yang amat sangat bikin trauma, kapok",1
kenapa selalu minta parivikasi Sik kan udh ke daftar kenapa salalu minta daftar ulang terus,1
murah meriah,5
"pengisian e-wallet sangat dan terlalu lambat banget, sudah ngisi kaspro lambat terus pas bayar pake e-wallet ke driver nya blm masuk, eh beberapa jam kemudian e-wallet saya ke potong+bayar tunai juga. tidak ramah bintang 1",1
"aneh pelayanan ga jelas, kata nya ga ada kembalian buktinya itu ada uang receh padahl minta kembali cuman 5 rb doang ga mau kembalin",1
"Klian jika tidak sanggup menangani order Food jgn buat layanan itu,ujung2 nya kmi pake Grab atau gojek atau kami beli sekitar,saran saya jika blum sanggup pelayanan food hapus,keburu asem lambung org nunggu ngak ada juga yang ambil,klo kaya gini gmn,apa harus saya kasih tau temen saudara sosmed jangan gunakan Maxim karena pelayanan ini,mmm ngak profesional kalian,padahal saya selalu gunakan Maxim motor dan mobil ketika perjalanan transportasi 🤦🏻‍♂️ kecewa",1
aplikasi gblok otp gamasuk2,1
"susah bangat cari driver padahal banyak yg dekat, ordee sampai 5x gak ada yg terima, pindah gojek aja biar cepat",1
baik,5
komplain saya udah ditangani semoga ada tindakan juga buat drivernya biar kalau mau bertindak gak professional ke pelanggan di pikir-pikir dulu,4
pelayanan nyaa bagus ramah,5
destinasi salah petanya malah pindah destinasi lain. Harap diperbaiki lagi. Masak kalah sama apk hijau?,1
sangat membantu,5
bagus,5
"aplikasi sampah, gak aplikasinya gak kerjasamanya semua sampah. ngajak penawaran untuk kerja sama buka cabang, sudah setuju dengan lokasi yang saya pilih, tiba2 info gak bisa. lah kalau gak bisa ngapain masuk dalam lokasi penawaran. lu sengaja ngasih lokasi sampah. Mau untungnya sendiri!",1
"setiap ngisi ewallet nya ga pernah keisi, padahal di mbanking udah berhasil, tpi di apk nya ga berubah tolong diperbaiki",3
"ojek Maxim banyak tapi tidak ada yang mau terima orderan, terus aplikasinya sering ngebug katanya terjadi kesalahan, padahal jaringan aman"" saja",1
maaf saya tidak suka like tidak sengaja saya sendiri kurang percaya diri 🙏🙏🙏,5
disaat harganya mahal cepat datangnya saat harganya murah lama banget kita nungguin,1
beli makanan gak bisa non tunai... padahal sudah top up.. mana gak bisa di tarik lagi saldony..,2
